0.930614836880661 0 0 0 0.015573519054045 0 0.196624919153805 0 0 0
0 3.15211869967378 0 0 0 0 0 0 0 0
0 0 1.57970094856531 0 0 0 0.180363857532553 0 0 0
0 0 0 1.08987884689907 0 0 -0.14472444787128 0 0.0464127108090702 0
0.0155752058481458 0 0 0 1.28991546353564 0.244798284714463 -0.107799428748285 0 0 0
0 0 0 0 0.244798418155372 0.660539584981614 0.10883834865805 0 -0.0136095268962271 0
0.196624348595693 0 0.180363790956557 -0.14472428364929 -0.107798764813691 0.108838433216384 0.40058322826944 -0.0956385557120033 0 0.0210629648200164
0 0 0 0 0 0 -0.0956385929019327 2.36811689163527 0 0
0 0 0 0.0464127292660119 0 -0.0136095277276679 0 0 0.647397535207716 0
0 0 0 0 0 0 0.0210629730377516 0 0 1.7529651289874
